Vann-nett_Rapport 7.4.2020;;;;;;;;;;;;;;;;;;
VannforekomstID;Vannforekomstnavn;Vanntype;Nasjonal vanntype;Interkalibreringstype;Økoregion kyst;Kysttype;Salinitet;Tidevann;Bølgeeksponering;Miksing i vannsøylen;Oppholdstid;Strømhastighet;Vannregionkoordinator;Vannregion;Vannområde;VassdragsområdeID;Vassdragsområde;Endret dato
0101040400-3-C;Viksfjorden indre;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Horten - Larvik;15;NUMEDALSLÅGEN OG SILJANVASSDRAGET/KYST SANDEFJORD-MØLEN;8/16/2018 4:06:20 PM
0101040500-C;Naverfjorden;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Horten - Larvik;15;NUMEDALSLÅGEN OG SILJANVASSDRAGET/KYST SANDEFJORD-MØLEN;8/16/2018 4:12:40 PM
0110000030-C;Langesundsbukta-ytre;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Horten - Larvik;15;NUMEDALSLÅGEN OG SILJANVASSDRAGET/KYST SANDEFJORD-MØLEN;09/09/2011 12:33
0110000031-C;Jomfruland-nordøst;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;3/19/2020 9:49:44 AM
0110000032-1-C;Jomfruland-sørvest;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:13:04 PM
0110000032-2-C;Stanggapet;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;7/13/2018 10:48:44 AM
0110000033-1-C;Langesundsbukta-indre;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;8/20/2018 1:42:50 PM
0110000033-2-C;Langesundsbukta - Rognsfjorden;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;8/20/2018 1:42:50 PM
0110000034-1-C;Såsteinflaket - Steinrenna;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:15:58 PM
0110000034-2-C;Såsteinflaket;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:19:54 PM
0110000035-C;Skrurenna;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:23:47 PM
0110000036-C;Jomfrulandsrenna;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;10/07/2019 10:01
0110000037-1-C;Rødskjærgapet - Vest;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;1/26/2016 1:16:02 PM
0110000037-2-C;Rødskjærgapet - Øst;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:29:12 PM
0110000038-1-C;Melbyfjorden;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;1/31/2012 11:19:38 AM
0110000038-2-C;Prisgrunnbukta;CS2723221;;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Svak (< 1 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:32:18 PM
0110000100-C;Hummerbakfjorden;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Horten - Larvik;15;NUMEDALSLÅGEN OG SILJANVASSDRAGET/KYST SANDEFJORD-MØLEN;8/16/2018 4:12:58 PM
0110000200-C;Nevlunghavn - Havnebukta;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Horten - Larvik;15;NUMEDALSLÅGEN OG SILJANVASSDRAGET/KYST SANDEFJORD-MØLEN;04/11/2019 09:56
0110000300-C;Rognsfjorden;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;3/14/2012 2:53:49 PM
0110000400-C;Åbyfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:34:55 PM
0110000500-C;Brevikstrandfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:36:12 PM
0110000600-C;Trosbyfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:38:03 PM
0110000701-C;Stølefjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;07/11/2018 15:29
0110000702-C;Haslumkilen;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;01/01/2005 00:00
0110010100-C;Helgeroafjorden;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;11/07/2019 13:59
0110010200-C;Mørjefjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;11/07/2019 13:01
0110010300-C;Håøyafjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;8/30/2018 1:02:45 PM
0110010401-C;Ønna;CS5623322;S5;Not applicable;Skagerak;Sterkt ferskvannspåvirket fjord;Skagerak (5 - 25);Liten (< 1 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;2/13/2012 2:51:22 PM
0110010402-C;Langangsfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;03/09/2012 11:18
0110010500-C;Ormefjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;11/11/2019 14:17
0110010600-C;Eidangerfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;6/27/2019 11:23:20 AM
0110010701-C;Frierfjorden;CS5623322;S5;Not applicable;Skagerak;Sterkt ferskvannspåvirket fjord;Skagerak (5 - 25);Liten (< 1 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;11/21/2019 1:01:19 PM
0110010702-C;Gunnekleivfjorden;CS8223211;;Not applicable;Skagerak;Særegne vannforekomster;Oligohalin (0,5 - 5);Liten (< 1 m);Beskyttet;Delvis blandet;Kort (dager);Svak (< 1 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;8/30/2018 1:37:39 PM
0110010703-C;Voldsfjorden;CS5623322;S5;Not applicable;Skagerak;Sterkt ferskvannspåvirket fjord;Skagerak (5 - 25);Liten (< 1 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;5/13/2013 11:58:11 AM
0110010801-C;Langesundsfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;11/07/2019 14:26
0110010802-C;Langesundsfjorden - Dypingen;CS2723212;;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Skien - Grenlandsfjordene;16;SKIENSVASSDRAGET/LANGESUNDSFJORDEN;2/14/2012 1:56:13 PM
0110020100-C;Eksefjorden;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:44:34 PM
0110020200-C;Fossingfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;10/07/2019 09:37
0110020300-C;Kjøpmannsfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:47:58 PM
0110020400-C;Soppekilen;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:54:30 PM
0110020500-C;Langårdssund;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:52:48 PM
0110020600-C;Oterøyfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 2:59:37 PM
0110020700-C;Skåtøysund;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 3:01:54 PM
0110020800-1-C;Bærøyfjorden - Skarholmane;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;10/07/2019 10:09
0110020800-2-C;Bærøyfjorden - Kragerø;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;10/07/2019 10:12
0110020900-C;Hellefjorden;CS6323331;;Not applicable;Skagerak;Oksygenfattig fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Lagdelt;Lang (måneder/år);Svak (< 1 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;10/07/2019 10:16
0110021000-1-C;Kragerøfjorden-ytre;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;2/27/2020 11:01:42 AM
0110021000-2-C;Kragerøfjorden-indre;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;1/17/2012 1:29:06 PM
0110021101-1-C;Kilsfjorden;CS6323331;;Not applicable;Skagerak;Oksygenfattig fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Lagdelt;Lang (måneder/år);Svak (< 1 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;2/21/2020 2:03:30 PM
0110021101-2-C;Kilsfjorden - Høyåsen;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;1/17/2012 1:29:25 PM
0110021102-C;Kjølebrønnskilen;CS4623321;;Not applicable;Skagerak;Ferskvannspåvirket beskyttet fjord;Skagerak (5 - 25);Liten (< 1 m);Beskyttet;Lagdelt;Moderat (uker);Svak (< 1 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;02/04/2020 11:22
0110021103-C;Barlandkilen;CS5623322;S5;Not applicable;Skagerak;Sterkt ferskvannspåvirket fjord;Skagerak (5 - 25);Liten (< 1 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;8/21/2018 3:59:19 PM
0110021200-C;Skåtøybukta;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;10/07/2019 10:47
0110021300-C;Kalstadkilen;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Vestfold og Telemark FK;Vestfold og Telemark;Kragerøvassdraget;17;KRAGERØVASSDRAGET/BAMBLE OG KRAGERØ KOMMUNER;10/07/2019 10:53
0120000030-C;Ellingsvikskjer - Sildodden;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;3/18/2020 6:17:41 PM
0120000031-1-C;Sildodden - Flostaøya;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;7/13/2018 11:20:22 AM
0120000031-2-C;Gåsholmen - Kalvøya;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;7/13/2018 11:30:44 AM
0120000031-3-C;Sandøyfjorden;CS2422231;;Not applicable;Skagerak;Moderat eksponert kyst;Polyhalin (18 - 30);Liten (< 1 m);Moderat;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;7/13/2018 11:25:42 AM
0120000032-2-C;Klove-Arendal - Tromøy;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;5/23/2012 12:16:30 PM
0120000032-3-C;Arendal - Tromøy;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;07/12/2018 14:47
0120000032-4-C;Arendal - Tromøy;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;07/12/2018 16:45
0120000033-C;Alvekilen;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;01/01/2005 00:00
0120000034-C;Merdø - Hasseltangen;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;3/18/2020 6:14:58 PM
0120010101-1-C;Søndeledfjorden;CS6323231;;Not applicable;Skagerak;Oksygenfattig fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;07/11/2018 13:19
0120010101-2-C;Østre Nordfjorden;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;8/27/2019 12:45:03 PM
0120010102-C;Østre Nordfjorden;CS3423231;;Not applicable;Skagerak;Beskyttet kyst/fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;07/11/2018 14:33
0120010201-C;Sørfjorden-vestre;CS6323331;;Not applicable;Skagerak;Oksygenfattig fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Lagdelt;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;07/11/2018 14:05
0120010202-C;Sørfjorden-østre;CS6323331;;Not applicable;Skagerak;Oksygenfattig fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Lagdelt;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;07/12/2018 12:24
0120010300-1-C;Kranfjorden;CS3723222;S3;Not applicable;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;12/19/2019 9:28:31 AM
0120010300-3-C;Søndeledfjord-ytre;CS2722112;S2;Not applicable;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Gjerstad - Vegår;18;VEGÅRSVASSDRAGET OG GJERSTADVASSDRAGET/KYST KRAGERØ-TROMØYA;07/11/2018 17:05
